Literals;Index;ASPSimpleTime;ASPSimpleTimeout;ASPSimpleStatus;ASPGeneralTime;ASPGeneralTimeout;ASPGeneralStatus
120;0;;1;;;1;
120;18;;1;;;1;
90;46;4,45972752571106;0;0;31,965463399887085;0;0
90;96;6,617541551589966;0;0;31,43238925933838;0;0
100;28;;1;;;1;
90;29;40,668415546417236;0;4;;1;
120;24;;1;;;1;
70;6;2,9662699699401855;0;7;;1;
60;43;2,106407880783081;0;4;27,01211452484131;0;4
80;2;1,4157698154449463;0;13;16,86044192314148;0;13
90;45;6,7855002880096436;0;0;46,94925260543823;0;0
80;63;45,88999629020691;0;7;;1;
60;74;0,013458728790283203;0;0;0,09939694404602051;0;0
70;87;0,5460641384124756;0;0;3,296437978744507;0;0
70;57;0,014852285385131836;0;0;0,15540719032287598;0;0
110;3;;1;;;1;
100;5;;1;;;1;
80;76;48,175392627716064;0;4;;1;
110;29;;1;;;1;
90;33;21,479721307754517;0;7;;1;
70;91;9,48441457748413;0;3;;1;
110;94;;1;;;1;
120;33;;1;;;1;
80;94;8,404984474182129;0;3;;1;
70;2;0,5474605560302734;0;0;3,8573405742645264;0;0
100;33;;1;;;1;
80;3;;1;;;1;
60;66;0,2822701930999756;0;7;1,956333875656128;0;7
120;26;;1;;;1;
60;75;0,2708699703216553;0;0;1,277923822402954;0;0
100;19;;1;;;1;
80;79;;1;;;1;
60;81;1,1945488452911377;0;2;27,125670194625854;0;2
80;1;0,016240835189819336;0;0;0,1977097988128662;0;0
120;31;;1;;;1;
90;21;19,365934371948242;0;2;;1;
80;51;1,2606885433197021;0;0;12,799921035766602;0;0
80;18;2,2127699851989746;0;5;33,10644602775574;0;5
70;64;0,27757811546325684;0;1;2,997864007949829;0;1
80;62;3,565516710281372;0;4;56,03985857963562;0;4
120;85;0,02019667625427246;0;0;0,44452333450317383;0;0
120;70;;1;;;1;
50;94;0,12984871864318848;0;0;0,517615795135498;0;0
100;71;51,69014286994934;0;0;;1;
70;74;2,3191847801208496;0;3;38,301403522491455;0;3
90;4;42,08887481689453;0;3;;1;
80;53;57,98472714424133;0;4;;1;
90;80;;1;;;1;
120;79;;1;;;1;
70;27;14,545727252960205;0;3;;1;
60;70;1,1458802223205566;0;6;13,523823499679565;0;6
60;96;0,2684054374694824;0;0;1,453822135925293;0;0
110;45;;1;;;1;
80;58;1,2480475902557373;0;0;10,228280305862427;0;0
100;73;0,01835155487060547;0;0;0,35293006896972656;0;0
60;18;0,08013010025024414;0;2;0,4322795867919922;0;2
90;59;12,852685928344727;0;4;;1;
90;18;0,017451047897338867;0;0;0,27457404136657715;0;0
70;25;2,878166437149048;0;5;44,74992394447327;0;5
50;73;0,04626655578613281;0;6;0,3016033172607422;0;6
70;3;0,5566666126251221;0;0;4,685303449630737;0;0
110;6;;1;;;1;
60;44;3,0420639514923096;0;1;17,297286987304688;0;1
50;98;0,10332655906677246;0;0;0,4664041996002197;0;0
90;75;;1;;;1;
110;44;;1;;;1;
120;69;0,02090167999267578;0;0;0,47353601455688477;0;0
90;37;15,701575517654419;0;4;;1;
50;99;0,5463964939117432;0;1;4,7109880447387695;0;1
120;35;;1;;;1;
90;3;;1;;;1;
90;76;6,404210567474365;0;0;;1;
100;37;;1;;;1;
50;25;0,11818838119506836;0;0;0,409512996673584;0;0
100;69;55,50818610191345;0;0;;1;
80;6;1,2729518413543701;0;0;11,724821090698242;0;0
90;14;;1;;;1;
80;38;36,269264936447144;0;1;;1;
60;56;0,2604179382324219;0;0;1,3724443912506104;0;0
90;85;5,076953649520874;0;0;36,56436038017273;0;0
80;59;31,122528076171875;0;2;;1;
90;5;;1;;;1;
90;36;0,017384052276611328;0;0;0,24196529388427734;0;0
80;60;1,258347749710083;0;0;12,589391946792603;0;0
110;67;;1;;;1;
60;73;0,2584259510040283;0;0;1,341526746749878;0;0
70;69;22,574777364730835;0;1;;1;
120;28;;1;;;1;
60;53;0,2641294002532959;0;0;1,4559588432312012;0;0
80;15;1,2369656562805176;0;0;9,497339963912964;0;0
120;15;;1;;;1;
60;5;0,385178804397583;0;10;2,6989433765411377;0;10
50;61;0,11268973350524902;0;0;0,3070363998413086;0;0
60;54;6,052526473999023;0;1;;1;
60;84;0,2669985294342041;0;0;1,9962379932403564;0;0
90;22;6,245964527130127;0;0;51,95835041999817;0;0
100;67;59,0525381565094;0;8;;1;
70;84;0,01399087905883789;0;0;0,13132810592651367;0;0
110;70;;1;;;1;
90;53;;1;;;1;
70;78;6,184729099273682;0;10;;1;
120;63;;1;;;1;
50;64;0,13781309127807617;0;0;0,5242264270782471;0;0
50;63;0,06919336318969727;0;1;0,2953000068664551;0;1
50;50;0,1298532485961914;0;0;0,3847689628601074;0;0
100;76;;1;;;1;
60;8;0,7900381088256836;0;3;9,460225582122803;0;3
90;65;7,699382781982422;0;0;57,8600800037384;0;0
110;99;;1;;;1;
70;35;0,014728307723999023;0;0;0,16268205642700195;0;0
60;45;0,2565791606903076;0;0;1,1501281261444092;0;0
110;74;;1;;;1;
60;57;3,1259915828704834;0;5;46,27917432785034;0;5
60;1;0,2595076560974121;0;0;1,552004098892212;0;0
90;62;0,01816534996032715;0;0;0,24696731567382812;0;0
70;55;27,49819588661194;0;2;;1;
120;10;;1;;;1;
70;23;0,6011261940002441;0;6;5,174236536026001;0;6
100;60;20,674314975738525;0;0;;1;
110;77;;1;;;1;
80;39;;1;;;1;
80;67;0,015865564346313477;0;0;0,18126344680786133;0;0
120;7;;1;;;1;
100;85;43,72140455245972;0;0;;1;
110;59;;1;;;1;
110;5;;1;;;1;
80;30;1,2700252532958984;0;0;10,246070861816406;0;0
90;47;7,663456916809082;0;0;;1;
80;22;1,9354968070983887;0;5;25,78788709640503;0;5
120;76;;1;;;1;
60;25;0,013597965240478516;0;0;0,10080242156982422;0;0
70;26;0,5540094375610352;0;0;4,072113037109375;0;0
60;59;0,2611408233642578;0;0;1,4497523307800293;0;0
80;71;9,539788722991943;0;5;;1;
110;50;;1;;;1;
80;80;5,5676109790802;0;6;;1;
80;26;1,2385601997375488;0;0;9,900633096694946;0;0
60;4;0,6064741611480713;0;1;5,952752590179443;0;1
80;44;13,068038940429688;0;2;;1;
50;86;0,12925481796264648;0;6;0,5851378440856934;0;6
70;79;0,5387001037597656;0;0;3,268580675125122;0;0
70;85;0,2840266227722168;0;4;2,630145788192749;0;4
120;25;;1;;;1;
100;34;;1;;;1;
100;91;;1;;;1;
60;35;0,262331485748291;0;0;1,4142417907714844;0;0
110;32;;1;;;1;
110;20;;1;;;1;
110;58;;1;;;1;
110;79;0,01929330825805664;0;0;0,4107327461242676;0;0
90;87;;1;;;1;
120;62;;1;;;1;
100;36;;1;;;1;
80;42;21,40155291557312;0;1;;1;
60;87;0,2616302967071533;0;0;1,2808277606964111;0;0
100;82;20,95928120613098;0;0;;1;
70;77;9,90473747253418;0;3;;1;
60;89;1,9609301090240479;0;10;18,632421731948853;0;10
90;67;7,318001985549927;0;13;;1;
80;7;36,425100326538086;0;1;;1;
50;95;0,1315751075744629;0;0;0,37923407554626465;0;0
70;81;0,5553779602050781;0;0;4,289324522018433;0;0
100;18;42,14274525642395;0;0;;1;
50;81;0,21480393409729004;0;2;1,4079203605651855;0;2
60;80;0,31914734840393066;0;5;2,455070972442627;0;5
100;38;;1;;;1;
60;63;0,014183759689331055;0;0;0,10490798950195312;0;0
90;97;21,342071056365967;0;11;;1;
80;52;13,095314502716064;0;4;;1;
70;56;25,831159830093384;0;3;;1;
50;34;0,1370525360107422;0;0;0,642674446105957;0;0
50;36;0,20191645622253418;0;3;0,8210327625274658;0;3
70;82;6,537285327911377;0;1;;1;
70;59;0,6005418300628662;0;6;6,35048246383667;0;6
80;84;0,016019105911254883;0;0;0,19977641105651855;0;0
80;85;8,591087102890015;0;8;;1;
90;86;56,92093563079834;0;4;;1;
50;27;0,012689352035522461;0;0;0,0718545913696289;0;0
90;30;;1;;;1;
70;73;0,5452239513397217;0;0;4,130504131317139;0;0
