Literals;Index;ASPSimpleTime;ASPSimpleTimeout;ASPSimpleStatus;ASPGeneralTime;ASPGeneralTimeout;ASPGeneralStatus
120;8;;1;;;1;
80;38;1,3014163970947266;0;0;7,205966949462891;0;0
50;57;0,08654141426086426;0;0;0,6825413703918457;0;0
60;5;0,27565836906433105;0;0;1,2180707454681396;0;0
120;30;;1;;;1;
60;40;0,2625858783721924;0;0;0,872333288192749;0;0
60;66;0,26964306831359863;0;0;1,0988996028900146;0;0
60;83;0,274402379989624;0;0;1,5440208911895752;0;0
90;75;1,5469386577606201;0;1;18,771653413772583;0;1
110;31;58,475707054138184;0;0;;1;
120;43;0,020495891571044922;0;0;0,46550440788269043;0;0
80;72;1,2644987106323242;0;0;8,96120309829712;0;0
100;50;0,018383026123046875;0;0;0,31247377395629883;0;0
70;96;0,5419728755950928;0;0;2,488776922225952;0;0
90;96;7,449749231338501;0;0;55,259337186813354;0;0
50;82;0,0850522518157959;0;0;0,3436729907989502;0;0
120;67;;1;;;1;
110;20;;1;;;1;
60;3;0,013569116592407227;0;0;0,07580232620239258;0;0
70;31;0,5750918388366699;0;0;2,8942296504974365;0;0
100;36;34,01797652244568;0;0;;1;
90;28;5,344053268432617;0;0;41,44473838806152;0;0
80;51;0,01582956314086914;0;0;0,17674565315246582;0;0
70;78;7,197236776351929;0;3;55,39201331138611;0;3
90;49;1,3991634845733643;0;1;11,822403192520142;0;1
50;74;0,012451410293579102;0;0;0,0688788890838623;0;0
60;54;0,4489104747772217;0;4;3,281330108642578;0;4
70;93;20,16398024559021;0;1;;1;
100;70;;1;;;1;
120;78;;1;;;1;
50;35;0,13550758361816406;0;0;0,5173230171203613;0;0
90;62;0,0172727108001709;0;0;0,22266292572021484;0;0
90;20;1,3835535049438477;0;1;10,04433560371399;0;1
80;44;1,311279535293579;0;0;9,88729453086853;0;0
100;26;;1;;;1;
70;99;0,5819156169891357;0;0;3,882925033569336;0;0
60;78;0,27492427825927734;0;0;1,742276906967163;0;0
110;54;0,018377065658569336;0;0;0,337571382522583;0;0
90;98;;1;;;1;
60;31;1,3154454231262207;0;3;16,596717834472656;0;3
50;16;0,13680243492126465;0;0;0,5090692043304443;0;0
80;92;0,60581374168396;0;1;3,1632132530212402;0;1
80;13;1,30023193359375;0;0;11,334060192108154;0;0
